2002	2	-0.1393	-408.2233
2002	3	3.6980	-412.6300
2002	4	-4.3522	-409.1221
2002	5	-0.4831	-409.4601
2002	6	-6.9469	-399.8709
2002	7	-8.3549	-392.0725
2002	8	1.0056	-394.5930
2002	9	-10.4640	-383.5875
2002	10	5.9082	-388.6063
2002	11	4.7428	-393.4719
2002	12	-4.5372	-388.0740
